asset_id,glossary_name,term_name,display_name,description,logical_data_type,status,synonyms,domain_values,notes
ef0fb73b-956a-450a-9e0a-31ea05cae9f0,"Payments, Savings & Investments LDD",Cross Border Payment Order STP Flag,Cross Border Payment Order STP Flag,"Flag which indicates whether the cross border transaction had Straight Through Processing (STP), or that it needed manual interaction to get to the endstate.",A5,Approved,XB_PO_STP_F,"true,false",
0249eb25-7ac3-400d-940f-edb13be34dce,"Payments, Savings & Investments LDD",Cross Border Payment Order Swift Acknowledgement Flag,Cross Border Payment Order Swift Acknowledgement Flag,Flag that gives information if a payment is accepted by Swift or not.,A1,Approved,XB_PO_SWIFT_ACK_F,"0,1","Value 0 means acknowledgement (accepted), value 1 means not accepted."
0208bcca-73e5-41a2-9b89-cfc2eac7b6a7,"Payments, Savings & Investments LDD",Cross Border Payment Order Swift End-To-End Reference Id,Cross Border Payment Order Swift End-To-End Reference Id,Unique End-to-End SwiftTransaction Reference (UETR) in case of a cross border payment order which can be processed according to the Swift Global Payment Innovation (GPI) rulebook.,A36,Approved,XB_PO_SWIFT_ETE_REF_ID,,
3068782b-d1d1-41c1-bbac-33c0e06401c4,"Payments, Savings & Investments LDD",Cross Border Payment Order Swift Message Header Sender BIC,Cross Border Payment Order Swift Message Header Sender BIC,The Bank Identifier Code (BIC) of the sender in the header of a Swift message for a cross border payment order,A11,Approved,XB_PO_SWIFT_MSG_HDR_SND_BIC,BICDIR2018_V1,
8423d5db-33d4-431a-88d5-5eb8809ae729,"Payments, Savings & Investments LDD",Cross Border Payment Order Unique External Message Id,Cross Border Payment Order Unique External Message Id,Unique Id refering single message external interaction for a cross border payment order in the cross border payment engine.,A100,Approved,XB_PO_UNQ_EXT_MSG_ID,,"Is needed to link the tables which GPP publishes. When a payment, received from channel, is rejected and error mapping is defined in the cross border payment engine, the payment engine converts the internal error code in the payment to an external error code to be sent to channel."
7e487579-14c4-4f2d-91d8-5afe2b85bd26,"Payments, Savings & Investments LDD",Cross Border Payment Product Assigned By GPP Flag,Cross Border Payment Product Assigned By GPP Flag,Flag indicating whether or not the product code was assigned by GPP or overwritten in the reporting layer.,A5,Approved,ASSIGNEDBYGPP|XB_PYMT_PD_ASGN_BY_GPP_F,GPP Product Description,"Y - Yes, N - No. 2023-05-22, specific for one report an additional cross border product code R2R is determined in the reporting layer instead of the payment engine."
28e47559-9204-456e-b426-77e23c0861d9,"Payments, Savings & Investments LDD",Cross Border Payment Product Description,Cross Border Payment Product Description,A verbose description of the cross border payment product.,A255,Approved,PRODUCTDESCRIPTION|XB_PYMT_PD_DSC,GPP Product Description,
75db8879-142a-4131-a92d-0364fafeaa42,"Payments, Savings & Investments LDD",Cross Border Payment Product End Datetime,Cross Border Payment Product End Datetime,Date and time when product rules for this cross border payment product were decommissioned in GPP.,DT,Approved,ENDDATE|XB_PYMT_PD_END_DTS,GPP Product Description,"GPP=Global Pay Plus, the payment engine for cross border payments."
570ee08a-7ac1-47a2-9c1b-305bdb5e43ed,"Payments, Savings & Investments LDD",Currency Code,Currency Code,The ISO Standard 4217 (3 characters) code that identifies the currency.,A3,Approved,CCY_CODE,ISO 4217 Currency Code,
6c679070-ee95-42ca-a0fa-aaeb200e9b5e,"Payments, Savings & Investments LDD",Currency Smallest Unit Balance,Currency Smallest Unit Balance,The balance represented in the smallest unit of the currency of the related account.,N18,Approved,CCY_SU_BAL,,
0695f11e-98c0-4e09-8024-c471849635fa,"Payments, Savings & Investments LDD",Current Account Accounting Entry According To Bank Counterparty Name,Current Account Accounting Entry According To Bank Counterparty Name,"Name of the counterparty as known in the bank administration systems, related to the accounting entry in the current account system.",A140,Approved,CTPTY_NM_ACCRD_TO_BK|CURRENT_ACCOUNT_ACCOUNTING_ENTRY_ACCORDING_TO_BANK_COUNTERPARTY_NAME,,"Only for internal use of B&S. bank administration systems (i.e. Siebel, CRAB etc.) Counterparty is equal to the Creditor in case of a debit booking and equal to the Debtor in case of a credit booking."
c0f3a2bb-c5ba-4fb5-b825-00053b0767f0,"Payments, Savings & Investments LDD",Current Account Accounting Entry According To Originator Counterparty Name,Current Account Accounting Entry According To Originator Counterparty Name,Name of the counterparty as provided in the payment order related to the accounting entry in the current account system.,A140,Approved,CTPTY_NM_ACCRD_TO_ORGTR|CURRENT_ACCOUNT_ACCOUNTING_ENTRY_ACCORDING_TO_ORIGINATOR_COUNTERPARTY_NAME,,Only for internal use of B&S. Counterparty is equal to the creditor in case of a debit booking and equal to the debtor in case of a credit booking.
01958a50-11b4-7156-9bf5-3f1f25dae3b5,"Payments, Savings & Investments LDD",Current Account Accounting Entry Account Generation Number,Current Account Accounting Entry Account Generation Number,Generation number of the account related to the accounting entry in the current account system.,A1,Approved,ACCT_GNRTN_NB,,The generation number indicates how often an account nummer was issued. This generation number was in use until Februari 2018.
5912d41f-0b82-493d-8e54-70763a24b37a,"Payments, Savings & Investments LDD",Current Account Accounting Entry Account Servicer Reference Id,Current Account Accounting Entry Account Servicer Reference Id,Unique reference as assigned by the account servicer to identify the accounting entry in the current account system.,A35,Approved,CURRENT_ACCOUNT_ACCOUNTING_ENTRY_ACCOUNT_SERVICER_REFERENCE_ID|NTRY_ACCT_SVCR_REF,,This identification will be assigned always by bank and will be the unique reference for Controlability and Traceability purposes. bank generated ID
92ea0ac2-e12b-455b-915b-234c58a71b00,"Payments, Savings & Investments LDD",Current Account Accounting Entry Account Servicer Transaction Reference Id,Current Account Accounting Entry Account Servicer Transaction Reference Id,Unique reference of the transaction as assigned by the account servicer related to the accounting entry in the current account system.,A35,Approved,CURRENT_ACCOUNT_ACCOUNTING_ENTRY_ACCOUNT_SERVICER_TRANSACTION_REFERENCE_ID|TX_ACCT_SVCR_REF,,This identification will be assigned always by bank and will be the unique reference for accountability and traceability purposes.
019cdcf8-3c88-76ca-9b48-c319f9e2e39f,"Payments, Savings & Investments LDD",Current Account Accounting Entry Additional Data Flag,Current Account Accounting Entry Additional Data Flag,A flag which indicates whether additional data of a current account accounting entry is available.,A5,Approved,ADDTL_DATA_IND,"True, False",CNA has multiple booking tables. This attribute is placed in the main booking table where it indicates whether additional data for the accounting entry is available in the CNA or GPS systems.
32c826cf-3c50-4dc3-a3b5-9f2d2a9f56cc,"Payments, Savings & Investments LDD",Current Account Accounting Entry After Processing Account Available Smallest Unit Amount,Current Account Accounting Entry After Processing Account Available Smallest Unit Amount,"The amount available of the account after the specific accounting entry is posted in the current account system, expressed in the smallest unit of the currency of the related account.",N18,Approved,ACCT_AMT_AVLBL_AFTR_PRCG_NMRC|CURRENT_ACCOUNT_ACCOUNTING_ENTRY_AFTER_PROCESSING_ACCOUNT_AVAILABLE_SMALLEST_UNIT_AMOUNT,,This field is a signed field.
019b2cad-b94f-7a2c-9754-50601b92b119,"Payments, Savings & Investments LDD",Current Account Accounting Entry After Processing Available Amount Credit Debit Code,Current Account Accounting Entry After Processing Available Amount Credit Debit Code,A code that indicates whether the amount available after processing the accounting entry in the current account system is a credit or a debit.,A4,Approved,ACCT_AMT_AVLBL_AFTR_CDT_DBT_IN,CRDT or DBIT,
019b2cad-b94f-7a2c-9754-50601b92b118,"Payments, Savings & Investments LDD",Current Account Accounting Entry After Processing Available Smallest Unit Currency Amount,Current Account Accounting Entry After Processing Available Smallest Unit Currency Amount,"The amount that is available on a current account after processing the accounting entry, in the smallest unit of the currency of the current account system.",N19,Approved,ACCT_AMT_AVLBL_AFTR_PRCG,,
0934d923-e567-44aa-8bae-79588baa5ec2,"Payments, Savings & Investments LDD",Current Account Accounting Entry Bank Transaction Domain Code,Current Account Accounting Entry Bank Transaction Domain Code,Code used by the bank to indicate the domain area of the transaction related to the accounting entry in the current account system.,A4,Approved,BK_TX_DOMN_CD|CURRENT_ACCOUNT_ACCOUNTING_ENTRY_BANK_TRANSACTION_DOMAIN_CODE,External code sets | ISO20022,The domain area indicates the business area of the financial transactions. There are sublevels for each business areas.
e81912b2-ae2f-49f3-8cf3-b1e704b16f7c,"Payments, Savings & Investments LDD",Current Account Accounting Entry Bank Transaction Product Family Code,Current Account Accounting Entry Bank Transaction Product Family Code,Code used by the bank to indicate the product family within the domain area of the transaction related to the accounting entry in the current account system.,A4,Approved,BK_TX_FMLY_CD|CURRENT_ACCOUNT_ACCOUNTING_ENTRY_BANK_TRANSACTION_PRODUCT_FAMILY_CODE,External code sets | ISO20022,There are sublevels within family code.
03ac18d4-6407-49cc-8c50-e087cedeacb5,"Payments, Savings & Investments LDD",Current Account Accounting Entry Bank Transaction Product Subfamily Code,Current Account Accounting Entry Bank Transaction Product Subfamily Code,Code used by the bank to indicate the product subfamily within the family of the domain area of the transaction related to the accounting entry in the current account system.,A4,Approved,BK_TX_SUBFMLY_CD|CURRENT_ACCOUNT_ACCOUNTING_ENTRY_BANK_TRANSACTION_PRODUCT_SUBFAMILY_CODE,External code sets | ISO20022,Sublevels of family codes.
38a133eb-ce12-429a-89c3-5d984119babf,"Payments, Savings & Investments LDD",Current Account Accounting Entry Batch Flag,Current Account Accounting Entry Batch Flag,Flag which specifies whether the accounting entry in the current account system is a batch entry or not.,A5,Approved,BTCH_BOOKG|CURRENT_ACCOUNT_ACCOUNTING_ENTRY_BATCH_FLAG,"T,F","True - Batch booking,False - No batch booking. If it is not a batch entry, it is an individual accounting entry. The amount of a batch entry is the sum of the amounts of all individual transactions."
f37f7486-18c1-4619-9504-d1e8574fa71d,"Payments, Savings & Investments LDD",Current Account Accounting Entry Batch Number of Transactions,Current Account Accounting Entry Batch Number of Transactions,The number of transactions within one batch entry in the current account system.,N15,Approved,BTCH_NB_OF_TXS|CURRENT_ACCOUNT_ACCOUNTING_ENTRY_BATCH_NUMBER_OF_TRANSACTIONS,,Only applicable to batch entries. Individual bookings will not have a value here.
ad80f493-00e4-4672-8487-13d52ceca28d,"Payments, Savings & Investments LDD",Current Account Accounting Entry Booking Amount Exchange Rate,Current Account Accounting Entry Booking Amount Exchange Rate,The exchange rate used to convert the source amount to booking amount related to the accounting entry in the current account system.,"DC22,10",Approved,BOOKG_AMT_XCHG_RATE_NMRC|CURRENT_ACCOUNT_ACCOUNTING_ENTRY_BOOKING_AMOUNT_EXCHANGE_RATE,,
e7a65665-6083-4cdf-88c9-118fd0b7bbe1,"Payments, Savings & Investments LDD",Current Account Accounting Entry Booking Amount Exchange Rate Text,Current Account Accounting Entry Booking Amount Exchange Rate Text,"The exchange rate used to convert the source amount to booking amount related to the accounting entry in the current account system, formatted as text.",A12,Approved,BOOKG_AMT_XCHG_RATE|CURRENT_ACCOUNT_ACCOUNTING_ENTRY_BOOKING_AMOUNT_EXCHANGE_RATE_TEXT,,"Exchange Rate formatted conform ISO20022. The exchange rate contains a maximum of 11 numbers and a decimal point. Of those 11 numbers, maximum 10 decimals can appear after the decimal point. Trailing zeroes are suppressed. If an exchange rate does not have any decimals, the decimal point will not be shown. The exchange rate value is stored adjusted to the left."
7cfe7a49-1bc8-4c9c-a754-dd29ef508406,"Payments, Savings & Investments LDD",Current Account Accounting Entry Booking Amount Exchange Source Currency Code,Current Account Accounting Entry Booking Amount Exchange Source Currency Code,The 3-letter code according to the ISO 4217 standard of the currency of the source amount which is exchanged to booking amount related to the accounting entry in the current account system.,A3,Approved,BOOKG_AMT_XCHG_SRC_CCY|CURRENT_ACCOUNT_ACCOUNTING_ENTRY_BOOKING_AMOUNT_EXCHANGE_SOURCE_CURRENCY_CODE,ISO 4217 Currency Code,"Source amount may be the Instructed Amount or the Proprietary Amount, depending if the booking amount has been converted from the instructed amount or the proprietary amount: - From Instructed amount in case of debit entry for Credit Transfer or credit entry for Direct Debit - From Proprietary amount (= interbank settlement amount) for credit entry for Credit Transfer or debit entry for Direct Debit Booking Amount Exchange Source Currency will only be filled in case the related Rate is available."
bb0eade0-8870-43bf-9eb9-4dc0777bb72c,"Payments, Savings & Investments LDD",Current Account Accounting Entry Booking Amount Exchange Target Currency Code,Current Account Accounting Entry Booking Amount Exchange Target Currency Code,"The 3-letter code according to the ISO 4217 standard of the currency of the target amount i.e. booking amount which is exchanged from the source amount, of the accounting entry in the current account system.",A3,Approved,BOOKG_AMT_XCHG_TRGT_CCY|CURRENT_ACCOUNT_ACCOUNTING_ENTRY_BOOKING_AMOUNT_EXCHANGE_TARGET_CURRENCY_CODE,ISO 4217 Currency Code,Booking Amount Exchange Target Currency will only be filled in case the related Rate is available.
ecc076f4-843a-4417-9b51-26586c399942,"Payments, Savings & Investments LDD",Current Account Accounting Entry Booking Amount Exchange Unit Currency Code,Current Account Accounting Entry Booking Amount Exchange Unit Currency Code,The 3-letter code according to the ISO 4217 standard of the unit currency of the exchange rate used for converting the booking amount related to the accounting entry in the current account system.,A3,Approved,BOOKG_AMT_XCHG_UNIT_CCY|CURRENT_ACCOUNT_ACCOUNTING_ENTRY_BOOKING_AMOUNT_EXCHANGE_UNIT_CURRENCY_CODE,ISO 4217 Currency Code,"Booking Amount Exchange Unit Currency will only be filled in case the related Rate is available. For example exchange Rate: 1 EUR = 1,23456 USD. Unit Currency = EUR"
1e81a11d-d326-45c0-80a2-93532c2cde9b,"Payments, Savings & Investments LDD",Current Account Accounting Entry Card Expiry Date,Current Account Accounting Entry Card Expiry Date,Expiry date of the card used in the card transaction related to the accounting entry in the current account system.,A7,Approved,CARD_EXPRY_DT|CURRENT_ACCOUNT_ACCOUNTING_ENTRY_CARD_EXPIRY_DATE,,
b490420e-1991-4354-8f0b-11ad0138b00c,"Payments, Savings & Investments LDD",Current Account Accounting Entry Card PAN,Current Account Accounting Entry Card PAN,The primary account number(PAN) of the card used in the card transaction related to the accounting entry in the current account system.,A28,Approved,CARD_PAN|CURRENT_ACCOUNT_ACCOUNTING_ENTRY_CARD_PAN,,
d14c7c83-cd5a-4740-9700-cf4952dcdee6,"Payments, Savings & Investments LDD",Current Account Accounting Entry Card Sequence Number,Current Account Accounting Entry Card Sequence Number,Sequence number of the card used in the card transaction related to the accounting entry in the current account system.,N3,Approved,CARD_SEQ_NR|CURRENT_ACCOUNT_ACCOUNTING_ENTRY_CARD_SEQUENCE_NUMBER,,This sequence number identifies a card inside a set of cards with the same card number (PAN).
503b57c9-577b-477e-8812-fac9db00b02c,"Payments, Savings & Investments LDD",Current Account Accounting Entry Card Transaction POI Id,Current Account Accounting Entry Card Transaction POI Id,Unique identification of the POI for the acquirer accepting the card transactions related to the accounting entry in the current account system.,A35,Approved,CARD_POI_ID|CURRENT_ACCOUNT_ACCOUNTING_ENTRY_CARD_TRANSACTION_POI_ID,,A unique code identifying a terminal at the card acceptor location. POI = Point Of Interaction.
1b3988c6-ad50-4188-a40f-a482c90df84c,"Payments, Savings & Investments LDD",Current Account Accounting Entry Card Transaction POI Sale Reference Number,Current Account Accounting Entry Card Transaction POI Sale Reference Number,Unique reference of the sales as provided by the merchant to the card transaction as recorded at the POI related to the accounting entry.,A35,Approved,CARD_TX_SALE_REF_NB|CURRENT_ACCOUNT_ACCOUNTING_ENTRY_CARD_TRANSACTION_POI_SALE_REFERENCE_NUMBER,,POI = Point Of Interaction.
cdbb8aed-54f2-4eb7-a572-76018025f805,"Payments, Savings & Investments LDD",Current Account Accounting Entry Card Transaction Reference Id,Current Account Accounting Entry Card Transaction Reference Id,Unique reference id of the card transaction related to the accounting entry in the current account system.,A35,Approved,CARD_TX_ID_REF|CURRENT_ACCOUNT_ACCOUNTING_ENTRY_CARD_TRANSACTION_REFERENCE_ID,,This is assigned by the point of interaction.
135c5ae4-f43b-49bb-8317-47f484772e86,"Payments, Savings & Investments LDD",Current Account Accounting Entry Card Transaction Transmission Datetime,Current Account Accounting Entry Card Transaction Transmission Datetime,"Date and time expressed in UTC that a card transaction, related to the accounting entry in the current account system, is transmitted.",DT,Approved,CARD_TX_TRAC_DT_TM_IN|CURRENT_ACCOUNT_ACCOUNTING_ENTRY_CARD_TRANSACTION_TRANSMISSION_DATETIME,,The date and time will be in UTC format (Coordinated Universal Time). It indicates the date and time that the transaction is entered into the card scheme network for relaying or processing.
98e55415-d949-47b4-bd09-41eb0b041937,"Payments, Savings & Investments LDD",Current Account Accounting Entry CET Datetime,Current Account Accounting Entry CET Datetime,Datetime in CET when the accounting entry is processed in the current account system.,DT,Approved,BOOKG_DT_TM_CET|CURRENT_ACCOUNT_ACCOUNTING_ENTRY_CET_DATETIME,,
f641b907-a5f6-4f13-b389-c3a6be4110f7,"Payments, Savings & Investments LDD",Current Account Accounting Entry Charge Bearer Code,Current Account Accounting Entry Charge Bearer Code,Code that specifies which party/parties will bear the charges for processing the accounting entry in the current account system.,A4,Approved,CHRG_BR|CURRENT_ACCOUNT_ACCOUNTING_ENTRY_CHARGE_BEARER_CODE,"CRED,DEBT,SHAR,SLEV","CRED = Creditor bears all transaction charges, DEBT = Debtor bears all transaction changes, SHAR= debtor and creditor bear the transaction costs on the debtor resp. creditor side, SLEV= Debtor and creditor bear the charges in accordance of the rules agreed in the service level and/or scheme of the transaction. Value in accordance with ISO20022 codeset Priority2Code."
fc86b2bc-201f-4a4c-b659-d5008d6f989c,"Payments, Savings & Investments LDD",Current Account Accounting Entry Charges1 Amount Currency Code,Current Account Accounting Entry Charges1 Amount Currency Code,The 3-letter code according to the ISO 4217 standard of the currency of the first charges amount related to the accounting entry in the current account system.,A3,Approved,CHRGS1_AMT_CCY|CURRENT_ACCOUNT_ACCOUNTING_ENTRY_CHARGES1_AMOUNT_CURRENCY_CODE,ISO 4217 Currency Code,
8ce7cf4d-20ca-4962-a0f0-04d2a30bb94f,"Payments, Savings & Investments LDD",Current Account Accounting Entry Charges1 Credit Debit Code,Current Account Accounting Entry Charges1 Credit Debit Code,"Code that indicates whether the first charges related to the accounting entry in the current account system, is a credit or debit amount.",A4,Approved,CHRGS1_CDT_DBT_IND|CURRENT_ACCOUNT_ACCOUNTING_ENTRY_CHARGES1_CREDIT_DEBIT_CODE,"CRDT, DBIT","CRDT = Credit, DBIT = Debit"
b8a5c752-f8e5-4ab1-b719-eb21e77b3f0a,"Payments, Savings & Investments LDD",Current Account Accounting Entry Charges1 Currency Amount,Current Account Accounting Entry Charges1 Currency Amount,"The amount to be paid by the first charge bearer for processing the accounting entry in the current account system, expressed in the currency of the account.","DC19,4",Approved,CHRGS1_AMT_NMRC|CURRENT_ACCOUNT_ACCOUNTING_ENTRY_CHARGES1_CURRENCY_AMOUNT,,There could be multiple charge bearers. Hence there will be charges amount for each bearer.
fef6c4e2-9353-4195-991e-86b4e04f05b0,"Payments, Savings & Investments LDD",Current Account Accounting Entry Charges1 Currency Amount Text,Current Account Accounting Entry Charges1 Currency Amount Text,"Amount to be paid by the first charge bearer for processing the accounting entry in the current account system, formatted as text with decimal indicator.",A19,Approved,CHRGS1_AMT|CURRENT_ACCOUNT_ACCOUNTING_ENTRY_CHARGES1_CURRENCY_AMOUNT_TEXT,,There could be multiple charge bearers. Hence there will be charges amount for each bearers.
47b52fc1-60f5-425d-ae2a-9d824524d46e,"Payments, Savings & Investments LDD",Current Account Accounting Entry Charges1 Party Address Line1,Current Account Accounting Entry Charges1 Party Address Line1,The first line of text of the address of the party who takes the first transaction charges related to the accounting entry in the current account system.,A70,Approved,CHRGS1_PTY_ADR_LINE1|CURRENT_ACCOUNT_ACCOUNTING_ENTRY_CHARGES1_PARTY_ADDRESS_LINE1,,"First line filled with address data, mostly streetname and house number. Only filled when explicitly mentioned in the payment transaction."
6d0c4062-a5f9-4159-87b1-84de67dd3b2b,"Payments, Savings & Investments LDD",Current Account Accounting Entry Charges1 Party Address Line2,Current Account Accounting Entry Charges1 Party Address Line2,The second line of text of the address of the party who takes the first transaction charges related to the accounting entry in the current account system.,A70,Approved,CHRGS1_PTY_ADR_LINE2|CURRENT_ACCOUNT_ACCOUNTING_ENTRY_CHARGES1_PARTY_ADDRESS_LINE2,,"Second line filled with address data, mostly zipcode and place of residence. Only filled when explicitly mentioned in the payment transaction."
6d05f319-640c-4199-b790-72ed80e65916,"Payments, Savings & Investments LDD",Current Account Accounting Entry Charges1 Party BIC,Current Account Accounting Entry Charges1 Party BIC,BIC code of the party who takes the first transaction charges for the accounting entry in the current account system.,A11,Approved,CHRGS1_PTY_BIC|CURRENT_ACCOUNT_ACCOUNTING_ENTRY_CHARGES1_PARTY_BIC,BICDIR2018_V1,BIC code is allocated to organisations by the ISO 9362 Registration Authority under an international identification scheme.
5e6623eb-564a-4d49-9ec7-2f6b139af984,"Payments, Savings & Investments LDD",Current Account Accounting Entry Charges1 Party Clearing System Identification Code,Current Account Accounting Entry Charges1 Party Clearing System Identification Code,Code identifying the clearing system of the party which takes the first charges for the transaction related to the accounting entry in the current account system.,A5,Approved,CHRGS1_PTY_CLR_SYS_MMB_CD|CURRENT_ACCOUNT_ACCOUNTING_ENTRY_CHARGES1_PARTY_CLEARING_SYSTEM_IDENTIFICATION_CODE,External code sets | ISO20022,The value should be as defined by ISO20022 codeset 'ExternalClearingSystemIdentification1Code'.
551fd1a8-eaa6-4fb7-8f44-8e8237f20f7c,"Payments, Savings & Investments LDD",Current Account Accounting Entry Charges1 Party Clearing System Member Id,Current Account Accounting Entry Charges1 Party Clearing System Member Id,Member identification of clearing system for the party who takes the first transaction charges related to the accounting entry in the current account system.,A35,Approved,CHRGS1_PTY_CLR_SYS_MMB_ID|CURRENT_ACCOUNT_ACCOUNTING_ENTRY_CHARGES1_PARTY_CLEARING_SYSTEM_MEMBER_ID,,"When clearing system member identification is present, clearing system member identification code also needs to be present. E.g. the CHIPS participant identifier of a financial institution that is connected to the US clearing system CHIPS."
7f171e7f-9ad9-4a5d-87d4-1c5d96ad73ab,"Payments, Savings & Investments LDD",Current Account Accounting Entry Charges1 Party Country Code,Current Account Accounting Entry Charges1 Party Country Code,ISO 2-character country code of the party who takes the first transaction charges or to which the transaction charges are due related to the accounting entry in the current account system.,A2,Approved,CHRGS1_PTY_CTRY|CURRENT_ACCOUNT_ACCOUNTING_ENTRY_CHARGES1_PARTY_COUNTRY_CODE,ISO 3166 Country Code,
0fa7a95d-6205-4842-8ed5-687af3390ddf,"Payments, Savings & Investments LDD",Current Account Accounting Entry Charges1 Party Name,Current Account Accounting Entry Charges1 Party Name,Name of the party who takes the first transaction charges for the accounting entry in the current account system.,A140,Approved,CHRGS1_PTY_NM|CURRENT_ACCOUNT_ACCOUNTING_ENTRY_CHARGES1_PARTY_NAME,,
e7e7d9de-2095-4c06-9817-fa491e93ecf1,"Payments, Savings & Investments LDD",Current Account Accounting Entry Charges1 Type Code,Current Account Accounting Entry Charges1 Type Code,Code that indicates the type of the first charges applicable for processing the accounting entry in the current account system.,A4,Approved,CHRGS1_TP|CURRENT_ACCOUNT_ACCOUNTING_ENTRY_CHARGES1_TYPE_CODE,External code sets | ISO20022,"BRKF: Brokerage fee paid to a broker for services provided., COMM: Commission (fee) paid for services provided. Based on ISO20022 External code set 'ExternalChargeType1Code'."
7fee6499-f2c6-4bce-8227-68e8122eb7db,"Payments, Savings & Investments LDD",Current Account Accounting Entry Charges2 Amount Currency Code,Current Account Accounting Entry Charges2 Amount Currency Code,The 3-letter code according to the ISO 4217 standard of the currency of the second charges amount related to the accounting entry in the current account system.,A3,Approved,CHRGS2_AMT_CCY|CURRENT_ACCOUNT_ACCOUNTING_ENTRY_CHARGES2_AMOUNT_CURRENCY_CODE,ISO 4217 Currency Code,
ee0318a0-2096-4463-bd59-83ef681f34c6,"Payments, Savings & Investments LDD",Current Account Accounting Entry Charges2 Credit Debit Code,Current Account Accounting Entry Charges2 Credit Debit Code,"Code that indicates whether the second charges related to the accounting entry in the current account system, is a credit or debit amount.",A4,Approved,CHRGS2_CDT_DBT_IND|CURRENT_ACCOUNT_ACCOUNTING_ENTRY_CHARGES2_CREDIT_DEBIT_CODE,"CRDT, DBIT","CRDT = Credit, DBIT = Debit. Value in accordance with ISO20022 codeset 'CreditDebitCode'."
2c40e2ad-a771-4a4d-8482-3d4922b769d2,"Payments, Savings & Investments LDD",Current Account Accounting Entry Charges2 Currency Amount,Current Account Accounting Entry Charges2 Currency Amount,"The amount to be paid by the second charge bearer for processing the accounting entry in the current account system, expressed in the currency of the account.","DC19,4",Approved,CHRGS2_AMT_NMRC|CURRENT_ACCOUNT_ACCOUNTING_ENTRY_CHARGES2_CURRENCY_AMOUNT,,There could be multiple charge bearers. Hence there will be charges amount for each bearer.
0db8dffb-4e61-45cc-9a4a-612ee7c6118c,"Payments, Savings & Investments LDD",Current Account Accounting Entry Charges2 Currency Amount Text,Current Account Accounting Entry Charges2 Currency Amount Text,"Amount to be paid by the second charge bearer for processing the accounting entry in the current account system, formatted as text with decimal indicator.",A19,Approved,CHRGS2_AMT|CURRENT_ACCOUNT_ACCOUNTING_ENTRY_CHARGES2_CURRENCY_AMOUNT_TEXT,,There could be multiple charge bearers.Hence there will be charges amount for each bearers.
b9bcc1d7-a3af-4c25-b437-dbdc898bbb00,"Payments, Savings & Investments LDD",Current Account Accounting Entry Charges2 Party Address Line1,Current Account Accounting Entry Charges2 Party Address Line1,The first line of text of the address of the party who takes the second transaction charges related to the accounting entry in the current account system.,A70,Approved,CHRGS2_PTY_ADR_LINE1|CURRENT_ACCOUNT_ACCOUNTING_ENTRY_CHARGES2_PARTY_ADDRESS_LINE1,,"First line filled with address data, mostly streetname and house number. Only filled when explicitly mentioned in the payment transaction."
57df6a40-e3dc-4bb4-addb-3de0a03230bf,"Payments, Savings & Investments LDD",Current Account Accounting Entry Charges2 Party Address Line2,Current Account Accounting Entry Charges2 Party Address Line2,The second line of text of the address of the party who takes the second transaction charges related to the accounting entry in the current account system.,A70,Approved,CHRGS2_PTY_ADR_LINE2|CURRENT_ACCOUNT_ACCOUNTING_ENTRY_CHARGES2_PARTY_ADDRESS_LINE2,,"Second line filled with address data, mostly zipcode and place of residence. Only filled when explicitly mentioned in the payment transaction."
41378561-7c01-4856-ac72-f08dee52670b,"Payments, Savings & Investments LDD",Current Account Accounting Entry Charges2 Party BIC,Current Account Accounting Entry Charges2 Party BIC,BIC code of the party who takes the second transaction charges for the accounting entry in the current account system.,A11,Approved,CHRGS2_PTY_BIC|CURRENT_ACCOUNT_ACCOUNTING_ENTRY_CHARGES2_PARTY_BIC,BICDIR2018_V1,BIC code is allocated to organisations by the ISO 9362 Registration Authority under an international identification scheme.
168b3143-243b-4eac-8ef2-71b2d554fef6,"Payments, Savings & Investments LDD",Current Account Accounting Entry Charges2 Party Clearing System Identification Code,Current Account Accounting Entry Charges2 Party Clearing System Identification Code,Code identifying the clearing system of the party which takes the second charges for the transaction related to the accounting entry in the current account system.,A5,Approved,CHRGS2_PTY_CLR_SYS_MMB_CD|CURRENT_ACCOUNT_ACCOUNTING_ENTRY_CHARGES2_PARTY_CLEARING_SYSTEM_IDENTIFICATION_CODE,External code sets | ISO20022,The value should be as defined by ISO20022 codeset 'ExternalClearingSystemIdentification1Code'.
9d1b2181-aae4-4dd2-8123-b8f1e5d91187,"Payments, Savings & Investments LDD",Current Account Accounting Entry Charges2 Party Clearing System Member Id,Current Account Accounting Entry Charges2 Party Clearing System Member Id,Member identification of clearing system for the party who takes the second transaction charges related to the accounting entry in the current account system.,A35,Approved,CHRGS2_PTY_CLR_SYS_MMB_ID|CURRENT_ACCOUNT_ACCOUNTING_ENTRY_CHARGES2_PARTY_CLEARING_SYSTEM_MEMBER_ID,,"When clearing system member identification is present, clearing system member Identification code also needs to be present. E.g. the CHIPS participant identifier of a financial institution that is connected to the US clearing system CHIPS."
