asset_id,logical_name,physical_mapping_full_name,assignment_type,business_data_element_name
1317d1c7-fa2a-4a6f-8cb9-20dc3f962472,Balance Compensation Agreement Participating Basic Payment Agreement Start Datetime,Schema_idq > BAL_CMPSN_PCP_BSC_PYMT_AGRM_DS > BCA_BBO_STRT_DTS,leading,Product Arrangement - Balance Compensation Cluster: Relation Start Date
1317d1c7-fa2a-4a6f-8cb9-20dc3f962472,Balance Compensation Agreement Participating Basic Payment Agreement Start Datetime,HN_DRB_BCA_PCP_BBO > BCA_BBO_STRT_DTS,leading,Product Arrangement - Balance Compensation Cluster: Relation Start Date
1317d1c7-fa2a-4a6f-8cb9-20dc3f962472,Balance Compensation Agreement Participating Basic Payment Agreement Start Datetime,HN_DRB_BCA_PCP_BBO > BCA_BBO_STRT_DT,leading,Product Arrangement - Balance Compensation Cluster: Relation Start Date
1317d1c7-fa2a-4a6f-8cb9-20dc3f962472,Balance Compensation Agreement Participating Basic Payment Agreement Start Datetime,Schema_OWNER_PUB > BAL_CMPS__BES_BA_16406583D9637 > BCA_BBO_STRT_DTS,leading,Product Arrangement - Balance Compensation Cluster: Relation Start Date
ddebf459-36c2-43a4-a5d9-9caf92b0e31f,Basic Payment Agreement Bank Code,Schema_OWNER_PUB > BBO_CR_D__BES_BB_1FAB1B62FE520 > BBO_OFFC_NO,leading,Product Arrangement: Local Bank Code
ddebf459-36c2-43a4-a5d9-9caf92b0e31f,Basic Payment Agreement Bank Code,Schema_dbo > BBO_CR_DS > BBO_OFFC_NO,leading,Product Arrangement: Local Bank Code
ddebf459-36c2-43a4-a5d9-9caf92b0e31f,Basic Payment Agreement Bank Code,Schema_dbo > CRN_BAL_PYMT_AC_DS > BBO_OFFC_NO,leading,Product Arrangement: Local Bank Code
ddebf459-36c2-43a4-a5d9-9caf92b0e31f,Basic Payment Agreement Bank Code,Schema_cliq > BBO_CR_DS > BBO_OFFC_NO,leading,Product Arrangement: Local Bank Code
ddebf459-36c2-43a4-a5d9-9caf92b0e31f,Basic Payment Agreement Bank Code,Schema_dih > BBO_CR_DS > BBO_OFFC_NO,leading,Product Arrangement: Local Bank Code
ddebf459-36c2-43a4-a5d9-9caf92b0e31f,Basic Payment Agreement Bank Code,Schema_dih > CRN_BAL_PYMT_AC_DS > BBO_OFFC_NO,leading,Product Arrangement: Local Bank Code
ddebf459-36c2-43a4-a5d9-9caf92b0e31f,Basic Payment Agreement Bank Code,Schema_dwfr > BBO_CR_DS > BBO_OFFC_NO,leading,Product Arrangement: Local Bank Code
ddebf459-36c2-43a4-a5d9-9caf92b0e31f,Basic Payment Agreement Bank Code,Schema_gfportal > BBO_CR_DS > BBO_OFFC_NO,leading,Product Arrangement: Local Bank Code
ddebf459-36c2-43a4-a5d9-9caf92b0e31f,Basic Payment Agreement Bank Code,Schema_frcbi > BBO_CR_DS > BBO_OFFC_NO,leading,Product Arrangement: Local Bank Code
ddebf459-36c2-43a4-a5d9-9caf92b0e31f,Basic Payment Agreement Bank Code,Schema_tdf > BBO_CR_DS > BBO_OFFC_NO,leading,Product Arrangement: Local Bank Code
ddebf459-36c2-43a4-a5d9-9caf92b0e31f,Basic Payment Agreement Bank Code,Schema_gfportal > CRN_BAL_PYMT_AC_DS > BBO_OFFC_NO,leading,Product Arrangement: Local Bank Code
ddebf459-36c2-43a4-a5d9-9caf92b0e31f,Basic Payment Agreement Bank Code,Schema_prommise > BBO_CR_DS > BBO_OFFC_NO,leading,Product Arrangement: Local Bank Code
ddebf459-36c2-43a4-a5d9-9caf92b0e31f,Basic Payment Agreement Bank Code,Schema_idq > BBO_CR_DS > BBO_OFFC_NO,leading,Product Arrangement: Local Bank Code
ddebf459-36c2-43a4-a5d9-9caf92b0e31f,Basic Payment Agreement Bank Code,Schema_tdf > CRN_BAL_PYMT_AC_DS > BBO_OFFC_NO,leading,Product Arrangement: Local Bank Code
ddebf459-36c2-43a4-a5d9-9caf92b0e31f,Basic Payment Agreement Bank Code,Schema_tdm > BBO_CR_DS > BBO_OFFC_NO,leading,Product Arrangement: Local Bank Code
ddebf459-36c2-43a4-a5d9-9caf92b0e31f,Basic Payment Agreement Bank Code,Schema_rch > BBO_CR_DS > BBO_OFFC_NO,leading,Product Arrangement: Local Bank Code
ddebf459-36c2-43a4-a5d9-9caf92b0e31f,Basic Payment Agreement Bank Code,HN_DRB_CR_AC > BBO_BNK_CODE,leading,Product Arrangement: Local Bank Code
ddebf459-36c2-43a4-a5d9-9caf92b0e31f,Basic Payment Agreement Bank Code,HN_DRB_TA > PYMT_AGRM_FK,leading,Product Arrangement: Local Bank Code
a3b20319-0194-45b5-a45d-194c030d11e4,Basic Payment Agreement Credit Currency Smallest Unit Amount,Schema_dbo > CRN_BAL_PYMT_AC_DS > BBO_CR_CCY_SU_AMT,leading,Product Arrangement: Limit Amount
a3b20319-0194-45b5-a45d-194c030d11e4,Basic Payment Agreement Credit Currency Smallest Unit Amount,Schema_dbo > BBO_CR_DS > BBO_CR_CCY_SU_AMT,leading,Product Arrangement: Limit Amount
a3b20319-0194-45b5-a45d-194c030d11e4,Basic Payment Agreement Credit Currency Smallest Unit Amount,Schema_OWNER_PUB > BBO_CR_D__BES_BB_1FAB1B62FE520 > BBO_CR_CCY_SU_AMT,leading,Product Arrangement: Limit Amount
a3b20319-0194-45b5-a45d-194c030d11e4,Basic Payment Agreement Credit Currency Smallest Unit Amount,Schema_cliq > BBO_CR_DS > BBO_CR_CCY_SU_AMT,leading,Product Arrangement: Limit Amount
a3b20319-0194-45b5-a45d-194c030d11e4,Basic Payment Agreement Credit Currency Smallest Unit Amount,Schema_dih > CRN_BAL_PYMT_AC_DS > BBO_CR_CCY_SU_AMT,leading,Product Arrangement: Limit Amount
a3b20319-0194-45b5-a45d-194c030d11e4,Basic Payment Agreement Credit Currency Smallest Unit Amount,Schema_dih > BBO_CR_DS > BBO_CR_CCY_SU_AMT,leading,Product Arrangement: Limit Amount
a3b20319-0194-45b5-a45d-194c030d11e4,Basic Payment Agreement Credit Currency Smallest Unit Amount,Schema_dwfr > BBO_CR_DS > BBO_CR_CCY_SU_AMT,leading,Product Arrangement: Limit Amount
a3b20319-0194-45b5-a45d-194c030d11e4,Basic Payment Agreement Credit Currency Smallest Unit Amount,Schema_frcbi > BBO_CR_DS > BBO_CR_CCY_SU_AMT,leading,Product Arrangement: Limit Amount
a3b20319-0194-45b5-a45d-194c030d11e4,Basic Payment Agreement Credit Currency Smallest Unit Amount,Schema_tdf > CRN_BAL_PYMT_AC_DS > BBO_CR_CCY_SU_AMT,leading,Product Arrangement: Limit Amount
a3b20319-0194-45b5-a45d-194c030d11e4,Basic Payment Agreement Credit Currency Smallest Unit Amount,Schema_rch > BBO_CR_DS > BBO_CR_CCY_SU_AMT,leading,Product Arrangement: Limit Amount
a3b20319-0194-45b5-a45d-194c030d11e4,Basic Payment Agreement Credit Currency Smallest Unit Amount,Schema_idq > BBO_CR_DS > BBO_CR_CCY_SU_AMT,leading,Product Arrangement: Limit Amount
a3b20319-0194-45b5-a45d-194c030d11e4,Basic Payment Agreement Credit Currency Smallest Unit Amount,Schema_tdf > BBO_CR_DS > BBO_CR_CCY_SU_AMT,leading,Product Arrangement: Limit Amount
a3b20319-0194-45b5-a45d-194c030d11e4,Basic Payment Agreement Credit Currency Smallest Unit Amount,Schema_gfportal > CRN_BAL_PYMT_AC_DS > BBO_CR_CCY_SU_AMT,leading,Product Arrangement: Limit Amount
a3b20319-0194-45b5-a45d-194c030d11e4,Basic Payment Agreement Credit Currency Smallest Unit Amount,Schema_tdm > BBO_CR_DS > BBO_CR_CCY_SU_AMT,leading,Product Arrangement: Limit Amount
a3b20319-0194-45b5-a45d-194c030d11e4,Basic Payment Agreement Credit Currency Smallest Unit Amount,Schema_gfportal > BBO_CR_DS > BBO_CR_CCY_SU_AMT,leading,Product Arrangement: Limit Amount
a3b20319-0194-45b5-a45d-194c030d11e4,Basic Payment Agreement Credit Currency Smallest Unit Amount,Schema_prommise > BBO_CR_DS > BBO_CR_CCY_SU_AMT,leading,Product Arrangement: Limit Amount
a3b20319-0194-45b5-a45d-194c030d11e4,Basic Payment Agreement Credit Currency Smallest Unit Amount,HN_DRB_CR_AC > BBO_CR_AMT,leading,Product Arrangement: Limit Amount
6824b01d-4385-4174-b771-672c373e2200,Basic Payment Agreement Currency Code,Schema_dbo > BBO_CR_DS > BBO_CCY_CODE,leading,Product Arrangement: Original Currency Code
6824b01d-4385-4174-b771-672c373e2200,Basic Payment Agreement Currency Code,Schema_dbo > BBO_DTL_TXN_TP_MS > BBO_CCY_CODE,leading,Product Arrangement: Original Currency Code
6824b01d-4385-4174-b771-672c373e2200,Basic Payment Agreement Currency Code,HN_DRB_CR_AC > BBO_CCY_CODE,leading,Product Arrangement: Original Currency Code
6824b01d-4385-4174-b771-672c373e2200,Basic Payment Agreement Currency Code,Schema_dih > BBO_CR_DS > BBO_CCY_CODE,leading,Product Arrangement: Original Currency Code
6824b01d-4385-4174-b771-672c373e2200,Basic Payment Agreement Currency Code,Schema_dwfr > BBO_CR_DS > BBO_CCY_CODE,leading,Product Arrangement: Original Currency Code
6824b01d-4385-4174-b771-672c373e2200,Basic Payment Agreement Currency Code,Schema_cliq > BBO_CR_DS > BBO_CCY_CODE,leading,Product Arrangement: Original Currency Code
6824b01d-4385-4174-b771-672c373e2200,Basic Payment Agreement Currency Code,Schema_dih > BBO_DTL_TXN_TP_MS > BBO_CCY_CODE,leading,Product Arrangement: Original Currency Code
6824b01d-4385-4174-b771-672c373e2200,Basic Payment Agreement Currency Code,Schema_gfportal > BBO_CR_DS > BBO_CCY_CODE,leading,Product Arrangement: Original Currency Code
6824b01d-4385-4174-b771-672c373e2200,Basic Payment Agreement Currency Code,Schema_prommise > BBO_CR_DS > BBO_CCY_CODE,leading,Product Arrangement: Original Currency Code
6824b01d-4385-4174-b771-672c373e2200,Basic Payment Agreement Currency Code,Schema_tdm > BBO_CR_DS > BBO_CCY_CODE,leading,Product Arrangement: Original Currency Code
6824b01d-4385-4174-b771-672c373e2200,Basic Payment Agreement Currency Code,Schema_rch > BBO_CR_DS > BBO_CCY_CODE,leading,Product Arrangement: Original Currency Code
6824b01d-4385-4174-b771-672c373e2200,Basic Payment Agreement Currency Code,Schema_tdf > BBO_DTL_TXN_TP_MS > BBO_CCY_CODE,leading,Product Arrangement: Original Currency Code
6824b01d-4385-4174-b771-672c373e2200,Basic Payment Agreement Currency Code,Schema_tdf > BBO_CR_DS > BBO_CCY_CODE,leading,Product Arrangement: Original Currency Code
6824b01d-4385-4174-b771-672c373e2200,Basic Payment Agreement Currency Code,Schema_frcbi > BBO_CR_DS > BBO_CCY_CODE,leading,Product Arrangement: Original Currency Code
6824b01d-4385-4174-b771-672c373e2200,Basic Payment Agreement Currency Code,Schema_idq > BBO_CR_DS > BBO_CCY_CODE,leading,Product Arrangement: Original Currency Code
6824b01d-4385-4174-b771-672c373e2200,Basic Payment Agreement Currency Code,Schema_gfportal > BBO_DTL_TXN_TP_MS > BBO_CCY_CODE,leading,Product Arrangement: Original Currency Code
6824b01d-4385-4174-b771-672c373e2200,Basic Payment Agreement Currency Code,HN_DRB_CR_AC > CR_AC_BK,leading,Product Arrangement: Original Currency Code
6824b01d-4385-4174-b771-672c373e2200,Basic Payment Agreement Currency Code,HN_DRB_PYMT_AGRM > CR_AC_FK,leading,Product Arrangement: Original Currency Code
6824b01d-4385-4174-b771-672c373e2200,Basic Payment Agreement Currency Code,HN_DRB_CR_AC > PYMT_AGRM_FK,leading,Product Arrangement: Original Currency Code
6824b01d-4385-4174-b771-672c373e2200,Basic Payment Agreement Currency Code,Schema_OWNER_PUB > BBO_CR_D__BES_BB_1FAB1B62FE520 > BBO_CCY_CODE,leading,Product Arrangement: Original Currency Code
f30d24ae-9921-4ea1-b45a-e4fbd939c366,Basic Payment Agreement IBAN,Schema_dbo > BBO_DTL_TXN_TP_MS > BBO_IBAN,leading,Product Arrangement: Account Number
f30d24ae-9921-4ea1-b45a-e4fbd939c366,Basic Payment Agreement IBAN,Schema_dbo > BBO_CR_DS > BBO_IBAN,leading,Product Arrangement: Account Number
f30d24ae-9921-4ea1-b45a-e4fbd939c366,Basic Payment Agreement IBAN,HN_DRB_CR_AC > BBO_IBAN,leading,Product Arrangement: Account Number
f30d24ae-9921-4ea1-b45a-e4fbd939c366,Basic Payment Agreement IBAN,Schema_dwfr > BBO_CR_DS > BBO_IBAN,leading,Product Arrangement: Account Number
f30d24ae-9921-4ea1-b45a-e4fbd939c366,Basic Payment Agreement IBAN,Schema_dih > BBO_CR_DS > BBO_IBAN,leading,Product Arrangement: Account Number
f30d24ae-9921-4ea1-b45a-e4fbd939c366,Basic Payment Agreement IBAN,Schema_cliq > BBO_CR_DS > BBO_IBAN,leading,Product Arrangement: Account Number
f30d24ae-9921-4ea1-b45a-e4fbd939c366,Basic Payment Agreement IBAN,Schema_dih > BBO_DTL_TXN_TP_MS > BBO_IBAN,leading,Product Arrangement: Account Number
f30d24ae-9921-4ea1-b45a-e4fbd939c366,Basic Payment Agreement IBAN,Schema_tdf > BBO_DTL_TXN_TP_MS > BBO_IBAN,leading,Product Arrangement: Account Number
f30d24ae-9921-4ea1-b45a-e4fbd939c366,Basic Payment Agreement IBAN,Schema_frcbi > BBO_CR_DS > BBO_IBAN,leading,Product Arrangement: Account Number
f30d24ae-9921-4ea1-b45a-e4fbd939c366,Basic Payment Agreement IBAN,Schema_idq > BBO_CR_DS > BBO_IBAN,leading,Product Arrangement: Account Number
f30d24ae-9921-4ea1-b45a-e4fbd939c366,Basic Payment Agreement IBAN,Schema_tdm > BBO_CR_DS > BBO_IBAN,leading,Product Arrangement: Account Number
f30d24ae-9921-4ea1-b45a-e4fbd939c366,Basic Payment Agreement IBAN,Schema_prommise > BBO_CR_DS > BBO_IBAN,leading,Product Arrangement: Account Number
f30d24ae-9921-4ea1-b45a-e4fbd939c366,Basic Payment Agreement IBAN,Schema_gfportal > BBO_CR_DS > BBO_IBAN,leading,Product Arrangement: Account Number
f30d24ae-9921-4ea1-b45a-e4fbd939c366,Basic Payment Agreement IBAN,Schema_gfportal > BBO_DTL_TXN_TP_MS > BBO_IBAN,leading,Product Arrangement: Account Number
f30d24ae-9921-4ea1-b45a-e4fbd939c366,Basic Payment Agreement IBAN,Schema_rch > BBO_CR_DS > BBO_IBAN,leading,Product Arrangement: Account Number
f30d24ae-9921-4ea1-b45a-e4fbd939c366,Basic Payment Agreement IBAN,Schema_tdf > BBO_CR_DS > BBO_IBAN,leading,Product Arrangement: Account Number
f30d24ae-9921-4ea1-b45a-e4fbd939c366,Basic Payment Agreement IBAN,HN_DRB_CR_AC > CR_AC_BK,leading,Product Arrangement: Account Number
f30d24ae-9921-4ea1-b45a-e4fbd939c366,Basic Payment Agreement IBAN,HN_DRB_PYMT_AGRM > CR_AC_FK,leading,Product Arrangement: Account Number
f30d24ae-9921-4ea1-b45a-e4fbd939c366,Basic Payment Agreement IBAN,HN_DRB_CR_AC > PYMT_AGRM_FK,leading,Product Arrangement: Account Number
f30d24ae-9921-4ea1-b45a-e4fbd939c366,Basic Payment Agreement IBAN,HN_DRB_SVG_DD > PYMT_AGRM_FK,leading,Product Arrangement: Account Number
f30d24ae-9921-4ea1-b45a-e4fbd939c366,Basic Payment Agreement IBAN,HN_DRB_SVG_TXN > PYMT_AGRM_FK,leading,Product Arrangement: Account Number
f30d24ae-9921-4ea1-b45a-e4fbd939c366,Basic Payment Agreement IBAN,Schema_OWNER_PUB > BBO_CR_D__BES_BB_1FAB1B62FE520 > BBO_IBAN,leading,Product Arrangement: Account Number
7bef4182-a802-4ecd-b0a9-8062e497cc7b,Basic Payment Product Number,Schema_dbo > BBP_DS > BBP_NO,leading,Product Arrangement: Source System Product Code
7bef4182-a802-4ecd-b0a9-8062e497cc7b,Basic Payment Product Number,Schema_cliq > BBP_DS > BBP_NO,leading,Product Arrangement: Source System Product Code
7bef4182-a802-4ecd-b0a9-8062e497cc7b,Basic Payment Product Number,Schema_dwfr > BBP_DS > BBP_NO,leading,Product Arrangement: Source System Product Code
7bef4182-a802-4ecd-b0a9-8062e497cc7b,Basic Payment Product Number,Schema_dgs > BBP_DS > BBP_NO,leading,Product Arrangement: Source System Product Code
7bef4182-a802-4ecd-b0a9-8062e497cc7b,Basic Payment Product Number,Schema_dih > BBP_DS > BBP_NO,leading,Product Arrangement: Source System Product Code
7bef4182-a802-4ecd-b0a9-8062e497cc7b,Basic Payment Product Number,Schema_tdm > BBP_DS > BBP_NO,leading,Product Arrangement: Source System Product Code
7bef4182-a802-4ecd-b0a9-8062e497cc7b,Basic Payment Product Number,Schema_tdf > BBP_DS > BBP_NO,leading,Product Arrangement: Source System Product Code
7bef4182-a802-4ecd-b0a9-8062e497cc7b,Basic Payment Product Number,HN_DRB_PYMT_PD > PYMT_PD_BK,leading,Product Arrangement: Source System Product Code
7bef4182-a802-4ecd-b0a9-8062e497cc7b,Basic Payment Product Number,Schema_OWNER_PUB > BSC_PYMT__BES_BS_1ADCFD5EB25DA > BSC_PYMT_PD_NO,leading,Product Arrangement: Source System Product Code
7bef4182-a802-4ecd-b0a9-8062e497cc7b,Basic Payment Product Number,Schema_dbo > BSC_PYMT_AGRM_DS > BSC_PYMT_PD_NO,leading,Product Arrangement: Source System Product Code
7bef4182-a802-4ecd-b0a9-8062e497cc7b,Basic Payment Product Number,Schema_OWNER_PUB > BSC_PYMT__BES_BS_1ADCFD70226F1 > BSC_PYMT_PD_NO,leading,Product Arrangement: Source System Product Code
7bef4182-a802-4ecd-b0a9-8062e497cc7b,Basic Payment Product Number,Schema_OWNER_PUB > BBP_DS__BES_BB_17467B31E51CD > BBP_NO,leading,Product Arrangement: Source System Product Code
f7f777b6-5c49-4ef4-94cc-cc373ab3abcd,Composed Account Agreement End Date,Schema_dbo > COMP_AC_AGRM_DS > CAA_END_DT,leading,Interest Compensation Cluster: End Date
f7f777b6-5c49-4ef4-94cc-cc373ab3abcd,Composed Account Agreement End Date,HN_DRB_CAA > CAA_END_DT,leading,Interest Compensation Cluster: End Date
f7f777b6-5c49-4ef4-94cc-cc373ab3abcd,Composed Account Agreement End Date,Schema_gfportal > COMP_AC_AGRM_DS > CAA_END_DT,leading,Interest Compensation Cluster: End Date
f7f777b6-5c49-4ef4-94cc-cc373ab3abcd,Composed Account Agreement End Date,Schema_idq > COMP_AC_AGRM_DS > CAA_END_DT,leading,Interest Compensation Cluster: End Date
f7f777b6-5c49-4ef4-94cc-cc373ab3abcd,Composed Account Agreement End Date,Schema_dih > COMP_AC_AGRM_DS > CAA_END_DT,leading,Interest Compensation Cluster: End Date
f7f777b6-5c49-4ef4-94cc-cc373ab3abcd,Composed Account Agreement End Date,Schema_tdf > COMP_AC_AGRM_DS > CAA_END_DT,leading,Interest Compensation Cluster: End Date
f7f777b6-5c49-4ef4-94cc-cc373ab3abcd,Composed Account Agreement End Date,Schema_dwfr > COMP_AC_AGRM_DS > CAA_END_DT,leading,Interest Compensation Cluster: End Date
42f102b5-df6b-46e8-b401-0f73057496d1,Composed Account Agreement Id,RPK_CMPSN_AGRM_MS > CAA_ID,leading,Interest Compensation Cluster: Interest Compensation Cluster Identifier
42f102b5-df6b-46e8-b401-0f73057496d1,Composed Account Agreement Id,Schema_dbo > COMP_AC_AGRM_DS > CAA_ID,leading,Interest Compensation Cluster: Interest Compensation Cluster Identifier
42f102b5-df6b-46e8-b401-0f73057496d1,Composed Account Agreement Id,BAL_CMPSN_AGRM_MS > CAA_ID,leading,Interest Compensation Cluster: Interest Compensation Cluster Identifier
42f102b5-df6b-46e8-b401-0f73057496d1,Composed Account Agreement Id,Schema_dbo > RPK_CMPSN_AGRM_DS > CAA_ID,leading,Interest Compensation Cluster: Interest Compensation Cluster Identifier
42f102b5-df6b-46e8-b401-0f73057496d1,Composed Account Agreement Id,Schema_dbo > BAL_CMPSN_AGRM_DS > CAA_ID,leading,Interest Compensation Cluster: Interest Compensation Cluster Identifier
42f102b5-df6b-46e8-b401-0f73057496d1,Composed Account Agreement Id,HN_DRB_RPK_CMPSN_AGRM > CAA_ID,leading,Interest Compensation Cluster: Interest Compensation Cluster Identifier
42f102b5-df6b-46e8-b401-0f73057496d1,Composed Account Agreement Id,HN_DRB_RPK_CMPSN_AGRM > CAA_FK,leading,Interest Compensation Cluster: Interest Compensation Cluster Identifier
42f102b5-df6b-46e8-b401-0f73057496d1,Composed Account Agreement Id,Schema_OWNER_PUB > RPK_CMPS__BES_RP_19643ED7D9B6E > CAA_ID,leading,Interest Compensation Cluster: Interest Compensation Cluster Identifier
42f102b5-df6b-46e8-b401-0f73057496d1,Composed Account Agreement Id,Schema_dgs > RPK_CMPSN_AGRM_DS > CAA_ID,leading,Interest Compensation Cluster: Interest Compensation Cluster Identifier
42f102b5-df6b-46e8-b401-0f73057496d1,Composed Account Agreement Id,Schema_dih > BAL_CMPSN_AGRM_DS > CAA_ID,leading,Interest Compensation Cluster: Interest Compensation Cluster Identifier
42f102b5-df6b-46e8-b401-0f73057496d1,Composed Account Agreement Id,Schema_idq > BAL_CMPSN_AGRM_DS > CAA_ID,leading,Interest Compensation Cluster: Interest Compensation Cluster Identifier
42f102b5-df6b-46e8-b401-0f73057496d1,Composed Account Agreement Id,Schema_idq > RPK_CMPSN_AGRM_DS > CAA_ID,leading,Interest Compensation Cluster: Interest Compensation Cluster Identifier
42f102b5-df6b-46e8-b401-0f73057496d1,Composed Account Agreement Id,Schema_gfportal > BAL_CMPSN_AGRM_DS > CAA_ID,leading,Interest Compensation Cluster: Interest Compensation Cluster Identifier
42f102b5-df6b-46e8-b401-0f73057496d1,Composed Account Agreement Id,Schema_idq > COMP_AC_AGRM_DS > CAA_ID,leading,Interest Compensation Cluster: Interest Compensation Cluster Identifier
42f102b5-df6b-46e8-b401-0f73057496d1,Composed Account Agreement Id,Schema_dwfr > BAL_CMPSN_AGRM_DS > CAA_ID,leading,Interest Compensation Cluster: Interest Compensation Cluster Identifier
42f102b5-df6b-46e8-b401-0f73057496d1,Composed Account Agreement Id,Schema_dih > RPK_CMPSN_AGRM_DS > CAA_ID,leading,Interest Compensation Cluster: Interest Compensation Cluster Identifier
42f102b5-df6b-46e8-b401-0f73057496d1,Composed Account Agreement Id,Schema_dwfr > COMP_AC_AGRM_DS > CAA_ID,leading,Interest Compensation Cluster: Interest Compensation Cluster Identifier
42f102b5-df6b-46e8-b401-0f73057496d1,Composed Account Agreement Id,Schema_split > RPK_CMPSN_AGRM_DS > CAA_ID,leading,Interest Compensation Cluster: Interest Compensation Cluster Identifier
42f102b5-df6b-46e8-b401-0f73057496d1,Composed Account Agreement Id,Schema_dih > COMP_AC_AGRM_DS > CAA_ID,leading,Interest Compensation Cluster: Interest Compensation Cluster Identifier
42f102b5-df6b-46e8-b401-0f73057496d1,Composed Account Agreement Id,Schema_tdf > RPK_CMPSN_AGRM_DS > CAA_ID,leading,Interest Compensation Cluster: Interest Compensation Cluster Identifier
42f102b5-df6b-46e8-b401-0f73057496d1,Composed Account Agreement Id,Schema_tdf > BAL_CMPSN_AGRM_DS > CAA_ID,leading,Interest Compensation Cluster: Interest Compensation Cluster Identifier
42f102b5-df6b-46e8-b401-0f73057496d1,Composed Account Agreement Id,Schema_gfportal > COMP_AC_AGRM_DS > CAA_ID,leading,Interest Compensation Cluster: Interest Compensation Cluster Identifier
42f102b5-df6b-46e8-b401-0f73057496d1,Composed Account Agreement Id,Schema_gfportal > RPK_CMPSN_AGRM_DS > CAA_ID,leading,Interest Compensation Cluster: Interest Compensation Cluster Identifier
42f102b5-df6b-46e8-b401-0f73057496d1,Composed Account Agreement Id,Schema_safe > RPK_CMPSN_AGRM_DS > CAA_ID,leading,Interest Compensation Cluster: Interest Compensation Cluster Identifier
42f102b5-df6b-46e8-b401-0f73057496d1,Composed Account Agreement Id,Schema_tdf > COMP_AC_AGRM_DS > CAA_ID,leading,Interest Compensation Cluster: Interest Compensation Cluster Identifier
42f102b5-df6b-46e8-b401-0f73057496d1,Composed Account Agreement Id,Schema_tdm > RPK_CMPSN_AGRM_DS > CAA_ID,leading,Interest Compensation Cluster: Interest Compensation Cluster Identifier
42f102b5-df6b-46e8-b401-0f73057496d1,Composed Account Agreement Id,Schema_gfs > RPK_CMPSN_AGRM_DS > CAA_ID,leading,Interest Compensation Cluster: Interest Compensation Cluster Identifier
42f102b5-df6b-46e8-b401-0f73057496d1,Composed Account Agreement Id,Schema_dwfr > RPK_CMPSN_AGRM_DS > CAA_ID,leading,Interest Compensation Cluster: Interest Compensation Cluster Identifier
42f102b5-df6b-46e8-b401-0f73057496d1,Composed Account Agreement Id,HN_DRB_CAA > CAA_BK,leading,Interest Compensation Cluster: Interest Compensation Cluster Identifier
42f102b5-df6b-46e8-b401-0f73057496d1,Composed Account Agreement Id,HN_DRB_PYMT_AGRM > RPK_CMPSN_AGRM_FK,leading,Interest Compensation Cluster: Interest Compensation Cluster Identifier
42f102b5-df6b-46e8-b401-0f73057496d1,Composed Account Agreement Id,HN_DRB_RPK_CMPSN_AGRM > RPK_CMPSN_AGRM_BK,leading,Interest Compensation Cluster: Interest Compensation Cluster Identifier
f2eab184-aedb-4585-a3df-cf3b956c61ef,Composed Account Agreement start Date,Schema_dbo > COMP_AC_AGRM_DS > CAA_STRT_DT,leading,Interest Compensation Cluster: Start Date
f2eab184-aedb-4585-a3df-cf3b956c61ef,Composed Account Agreement start Date,HN_DRB_CAA > CAA_STRT_DT,leading,Interest Compensation Cluster: Start Date
f2eab184-aedb-4585-a3df-cf3b956c61ef,Composed Account Agreement start Date,Schema_dwfr > COMP_AC_AGRM_DS > CAA_STRT_DT,leading,Interest Compensation Cluster: Start Date
f2eab184-aedb-4585-a3df-cf3b956c61ef,Composed Account Agreement start Date,Schema_gfportal > COMP_AC_AGRM_DS > CAA_STRT_DT,leading,Interest Compensation Cluster: Start Date
f2eab184-aedb-4585-a3df-cf3b956c61ef,Composed Account Agreement start Date,Schema_idq > COMP_AC_AGRM_DS > CAA_STRT_DT,leading,Interest Compensation Cluster: Start Date
f2eab184-aedb-4585-a3df-cf3b956c61ef,Composed Account Agreement start Date,Schema_tdf > COMP_AC_AGRM_DS > CAA_STRT_DT,leading,Interest Compensation Cluster: Start Date
f2eab184-aedb-4585-a3df-cf3b956c61ef,Composed Account Agreement start Date,Schema_dih > COMP_AC_AGRM_DS > CAA_STRT_DT,leading,Interest Compensation Cluster: Start Date
6e3f19dd-2d4a-4ad6-b547-8252c75400cf,Credit Interest Agreement Calculation Method Code,Schema_dbo > CIA_DS > CIA_CMTH_CODE,supporting,Interest Arrangement: Day Count Method
6e3f19dd-2d4a-4ad6-b547-8252c75400cf,Credit Interest Agreement Calculation Method Code,HN_DRB_CIA > CIA_CMTH_CODE,supporting,Interest Arrangement: Day Count Method
6e3f19dd-2d4a-4ad6-b547-8252c75400cf,Credit Interest Agreement Calculation Method Code,Schema_OWNER_PUB > CIA_DS__BES_CI_176785EB3FD62 > CIA_CMTH_CODE,supporting,Interest Arrangement: Day Count Method
6e3f19dd-2d4a-4ad6-b547-8252c75400cf,Credit Interest Agreement Calculation Method Code,Schema_tdf > CIA_DS > CIA_CMTH_CODE,supporting,Interest Arrangement: Day Count Method
6e3f19dd-2d4a-4ad6-b547-8252c75400cf,Credit Interest Agreement Calculation Method Code,Schema_dih > CIA_DS > CIA_CMTH_CODE,supporting,Interest Arrangement: Day Count Method
6e3f19dd-2d4a-4ad6-b547-8252c75400cf,Credit Interest Agreement Calculation Method Code,Schema_split > CIA_DS > CIA_CMTH_CODE,supporting,Interest Arrangement: Day Count Method
